likely_mpid,expt_gap,formula_x,mpid,formula_y,gap pbe,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-2784,2.3,Na2Te,mp-2784,Na2Te,2.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,52,41,24.66666667,18.22222222,11,2,90,88,31.33333333,39.11111111,2,22.98976928,127.6,104.6102307,57.85984619,46.49343588,22.98976928,370.87,722.66,351.79,488.1333333,156.3511111,370.87,1,16,15,6,6.666666667,1,3,5,2,3.666666667,0.888888889,3,138,166,28,156.6666667,12.44444444,166,0.93,2.1,1.17,1.32,0.52,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,1,16,15,6,6.666666667,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,29.24333333,34.76333333,5.52,31.08333333,2.453333333,29.24333333,0,0.464,0.464,0.154666667,0.206222222,0,0,0,0,0,0,0,152,229,77,203.3333333,34.22222222,229
mp-1190141,2.35,Na2TeS3,,,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,52,41,20.33333333,10.55555556,16,2,90,88,59.66666667,38.44444444,88,22.98976928,127.6,104.6102307,44.96242309,27.54585897,32.065,370.87,722.66,351.79,438.2466667,94.80444444,388.36,1,16,15,11,6.666666667,16,3,5,2,3.333333333,0.555555556,3,105,166,61,130.8333333,25.83333333,105,0.93,2.58,1.65,1.95,0.68,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,10,10,1.666666667,2.777777778,0,0,0,0,0,0,0,1,16,15,6,3.333333333,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.666666667,0.444444444,2,25.786875,34.76333333,8.976458333,28.43510417,2.648229167,25.786875,0,2.202,2.202,1.178333333,1.023666667,2.202,0,0,0,0,0,0,70,229,159,136.6666667,66.66666667,70
mp-573581,1.87,Na2TeSe3,mp-573581,Na2TeSe3,1.1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,52,41,29.33333333,12.22222222,34,2,90,88,60.16666667,38.77777778,89,22.98976928,127.6,104.6102307,68.40992309,30.28010254,78.96,370.87,722.66,351.79,491.0666667,80.13111111,494,1,16,15,11,6.666666667,16,3,5,2,3.833333333,0.555555556,4,120,166,46,138.3333333,18.44444444,120,0.93,2.55,1.62,1.935,0.67,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,1,16,15,11,6.666666667,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.666666667,0.444444444,2,25.92,34.76333333,8.843333333,28.50166667,2.581666667,25.92,0,0.799,0.799,0.476833333,0.322166667,0.799,0,0,0,0,0,0,14,229,215,108.6666667,94.66666667,14
mp-6328,0,Na2Ti2Sb2O,mp-6328,Na2Ti2Sb2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,51,43,25.14285714,14.7755102,11,2,87,85,49.57142857,30.93877551,2,15.9994,121.76,105.7606,57.31899122,36.82343359,22.98976928,54.8,1941,1886.2,926.5857143,579.6653061,370.87,1,16,15,8,6.285714286,1,2,5,3,3.714285714,0.897959184,3,66,166,100,142.2857143,23.67346939,139,0.93,3.44,2.51,1.782857143,0.626122449,0.93,1,2,1,1.714285714,0.408163265,1,0,4,4,1.428571429,1.632653061,0,0,10,10,3.428571429,3.755102041,0,0,0,0,0,0,0,1,15,14,6.571428571,4.816326531,1,0,1,1,0.285714286,0.408163265,0,0,3,3,1.142857143,1.306122449,0,0,8,8,2.285714286,3.265306122,0,0,0,0,0,0,0,1,8,7,3.714285714,2.448979592,1,9.105,31.56,22.455,23.44166667,7.954285714,16.69,0,0,0,0,0,0,0,2.25E-05,2.25E-05,6.44E-06,9.20E-06,0,12,229,217,170,47.42857143,166
mp-3488,3.51,Na2Ti3O7,mp-3488,Na2Ti3O7,2.9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,22,14,12,5,8,2,87,85,61.83333333,29.36111111,87,15.9994,47.867,31.8676,25.13136155,11.36781923,15.9994,54.8,1941,1886.2,579.0283333,680.9858333,54.8,1,16,15,10.5,6.416666667,16,2,4,2,2.666666667,0.777777778,2,66,166,100,106.1666667,46.86111111,66,0.93,3.44,2.51,2.546666667,1.042222222,3.44,1,2,1,1.833333333,0.277777778,2,0,4,4,2.333333333,1.944444444,4,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,6,5,4.666666667,1.555555556,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.166666667,0.972222222,2,0,8,8,2,3,0,0,0,0,0,0,0,1,8,7,3.333333333,2.333333333,2,9.105,29.24333333,20.13833333,14.35763889,6.128078704,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,5.63E-06,8.45E-06,0,12,229,217,93.66666667,95.27777778,12
mp-30795,0,Na2Tl,mp-30795,Na2Tl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,81,70,34.33333333,31.11111111,11,2,76,74,26.66666667,32.88888889,2,22.98976928,204.3833,181.3935307,83.45427952,80.61934699,22.98976928,370.87,577,206.13,439.58,91.61333333,370.87,1,13,12,5,5.333333333,1,3,6,3,4,1.333333333,3,145,166,21,159,9.333333333,166,0.93,1.62,0.69,1.16,0.306666667,0.93,1,2,1,1.333333333,0.444444444,1,0,1,1,0.333333333,0.444444444,0,0,10,10,3.333333333,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,9.666666667,11.55555556,1,0,1,1,0.666666667,0.444444444,1,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.333333333,1.777777778,1,26.91,29.24333333,2.333333333,28.46555556,1.037037037,29.24333333,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
mp-23546,0,Na2UI6,mp-23546,Na2UI6,0.2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,92,81,48,16.44444444,53,2,96,94,66.66666667,39.11111111,96,22.98976928,238.02891,215.0391407,116.1594743,41.40875778,126.90447,370.87,1408,1037.13,496.76,202.4977778,386.85,1,17,16,11.88888889,6.814814815,17,3,7,4,4.777777778,0.790123457,5,139,196,57,151.3333333,16.44444444,139,0.93,2.66,1.73,2.133333333,0.702222222,2.66,1,2,1,1.777777778,0.345679012,2,0,5,5,3.333333333,2.222222222,5,0,10,10,6.777777778,4.296296296,10,0,3,3,0.333333333,0.592592593,0,1,17,16,12.22222222,6.37037037,17,0,1,1,0.222222222,0.345679012,0,0,1,1,0.666666667,0.444444444,1,0,9,9,1,1.777777778,0,0,11,11,1.222222222,2.172839506,0,1,20,19,3.111111111,3.75308642,1,20.025,43.015,22.99,37.40018519,7.486419753,43.015,0,1.062,1.062,0.708,0.472,1.062,0,0,0,0,0,0,63,229,166,100.5555556,57.08641975,64
mp-541773,0,Na2VCuF7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,29,20,12.45454545,4.925619835,9,2,93,91,69.54545455,29.85123967,93,18.9984032,63.546,44.5475968,26.67780554,11.11488889,18.9984032,53.5,2183,2129.5,423.3645455,489.8256198,53.5,1,17,16,12.45454545,5.785123967,17,2,4,2,2.545454545,0.694214876,2,57,166,109,92.36363636,45.00826446,57,0.93,3.98,3.05,3.022727273,1.218347107,3.98,1,2,1,1.727272727,0.396694215,2,0,5,5,3.181818182,2.314049587,5,0,10,10,1.181818182,1.933884298,0,0,0,0,0,0,0,1,11,10,6.090909091,2.049586777,7,0,1,1,0.272727273,0.396694215,0,0,1,1,0.636363636,0.462809917,1,0,7,7,0.636363636,1.157024793,0,0,0,0,0,0,0,1,7,6,1.545454545,0.991735537,1,9.7075,29.24333333,19.53583333,13.68356061,5.658099174,9.7075,0,1.97,1.97,1.253636364,0.911735537,1.97,0,0,0,0,0,0,15,229,214,92.45454545,98.5785124,15
mp-1190476,2.36,Na2Zn(GeSe3)2,,,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,34,23,29.09090909,6.578512397,34,2,89,87,69.54545455,24.66115702,89,22.98976928,78.96,55.97023072,66.39995805,15.97097011,78.96,370.87,1211.4,840.53,620.1109091,228.208595,494,1,16,15,12.54545455,4.297520661,16,3,4,1,3.818181818,0.297520661,4,120,166,46,128.5454545,13.61983471,120,0.93,2.55,1.62,2.075454545,0.51768595,2.55,1,2,1,1.818181818,0.297520661,2,0,4,4,2.545454545,1.58677686,4,0,10,10,8.181818182,2.975206612,10,0,0,0,0,0,0,1,16,15,12.54545455,4.297520661,16,0,1,1,0.181818182,0.297520661,0,0,4,4,1.818181818,0.991735537,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.727272727,2,13.96,29.24333333,15.28333333,24.9069697,2.681983471,25.92,0,0.799,0.799,0.505454545,0.320231405,0.799,0,0,0,0,0,0,14,229,215,107.8181818,102.3471074,14
mp-1190487,2.93,Na2Zn(SnS3)2,,,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,50,39,22.54545455,11.33884298,16,2,88,86,69.18181818,24.46280992,88,22.98976928,118.71,95.72023072,49.19723078,28.2196923,32.065,370.87,692.68,321.81,434.0672727,72.84330579,388.36,1,16,15,12.54545455,4.297520661,16,3,5,2,3.454545455,0.661157025,3,105,166,61,123.8181818,20.85950413,105,0.93,2.58,1.65,2.082727273,0.542479339,2.58,1,2,1,1.818181818,0.297520661,2,0,4,4,2.545454545,1.58677686,4,0,10,10,2.727272727,3.966942149,0,0,0,0,0,0,0,1,14,13,7.090909091,3.404958678,6,0,1,1,0.181818182,0.297520661,0,0,4,4,1.818181818,0.991735537,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.727272727,2,13.96,33.285,19.325,26.70344697,3.316887052,25.786875,0,2.202,2.202,1.201090909,1.091900826,2.202,0,0,0,0,0,0,70,229,159,123.0909091,57.91735537,70
mp-542680,0,Na3In2Au,mp-542680,Na3In2Au,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,79,68,35,24,11,2,75,73,37,35,2,22.98976928,196.966569,173.9767997,82.59531281,59.60554353,22.98976928,370.87,1337.33,966.46,551.5733333,261.9188889,370.87,1,13,12,6.666666667,5.666666667,1,3,6,3,4.166666667,1.166666667,3,136,166,30,153,13,166,0.93,2.54,1.61,1.481666667,0.551666667,0.93,1,2,1,1.333333333,0.444444444,1,0,1,1,0.333333333,0.444444444,0,0,10,10,5,5,0,0,14,14,2.333333333,3.888888889,0,1,25,24,9,8,1,0,1,1,0.666666667,0.444444444,1,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.333333333,1.777777778,1,16.7,29.24333333,12.54333333,25.49166667,3.751666667,29.24333333,0,0,0,0,0,0,0,0,0,0,0,0,139,229,90,198.3333333,39.55555556,229
mp-1194849,4.77,Na3MoO4F,,,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,34,12.88888889,6.469135802,8,2,93,91,55.22222222,36.64197531,87,15.9994,95.96,79.9606,27.54725678,15.20283183,15.9994,53.5,2896,2842.5,475.7011111,537.8441975,54.8,1,17,16,10,6.888888889,16,2,5,3,2.666666667,0.740740741,2,57,166,109,108.1111111,48.79012346,66,0.93,3.98,3.05,2.521111111,1.140987654,3.44,1,2,1,1.555555556,0.49382716,2,0,5,5,2.333333333,2.074074074,4,0,5,5,0.555555556,0.987654321,0,0,0,0,0,0,0,1,7,6,4.444444444,2.296296296,6,0,1,1,0.444444444,0.49382716,0,0,2,2,1,0.888888889,2,0,5,5,0.555555556,0.987654321,0,0,0,0,0,0,0,1,6,5,2,0.888888889,2,9.105,29.24333333,20.13833333,16.61638889,8.417962963,9.105,0,1.97,1.97,0.218888889,0.389135802,0,0,0,0,0,0,0,12,229,217,108.7777778,106.8641975,12
mp-1103730,2.53,Na4Mg(GeSe3)2,,,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,23,24.92307692,10.55621302,34,2,89,87,59.07692308,35.12426036,89,22.98976928,78.96,55.97023072,56.56185209,25.62233589,78.96,370.87,1211.4,840.53,599.4830769,238.0539645,494,1,16,15,10,6.769230769,16,3,4,1,3.615384615,0.473372781,4,120,166,46,135.7692308,19.40828402,120,0.93,2.55,1.62,1.873076923,0.666982249,2.55,1,2,1,1.692307692,0.426035503,2,0,4,4,2.153846154,1.704142012,4,0,10,10,6.153846154,4.733727811,10,0,0,0,0,0,0,1,16,15,10,6.769230769,16,0,1,1,0.307692308,0.426035503,0,0,4,4,1.538461538,1.183431953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.846153846,0.804733728,2,22.89,29.24333333,6.353333333,26.26102564,1.835266272,25.92,0,0.799,0.799,0.427692308,0.342745562,0.799,0,0,0,0,0,0,14,229,215,126.4615385,103.8106509,14
mp-1103351,2.85,Na4Mg(SiSe3)2,,,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,23,22.15384615,10.93491124,34,2,89,87,58.92307692,35.0295858,89,22.98976928,78.96,55.97023072,49.70731362,27.00247973,78.96,370.87,1687,1316.13,672.6523077,350.6220118,494,1,16,15,10,6.769230769,16,3,4,1,3.461538462,0.49704142,4,111,166,55,134.3846154,20.47337278,120,0.93,2.55,1.62,1.856153846,0.653964497,2.55,1,2,1,1.692307692,0.426035503,2,0,4,4,2.153846154,1.704142012,4,0,10,10,4.615384615,4.970414201,10,0,0,0,0,0,0,1,16,15,8.461538462,6.958579882,16,0,1,1,0.307692308,0.426035503,0,0,4,4,1.538461538,1.183431953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.846153846,0.804733728,2,20.44,29.24333333,8.803333333,25.86641026,2.127573964,25.92,0,0.799,0.799,0.487692308,0.375147929,0.799,0,0,0,0,0,0,14,229,215,126.7692308,104.0946746,14
mp-3017,0,Na6CoSe4,mp-3017,Na6CoSe4,0.4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,23,20.81818182,10.7107438,11,2,89,87,38.72727273,40.0661157,2,22.98976928,78.96,55.97023072,46.61016461,25.76770399,22.98976928,370.87,1768,1397.13,542.6563636,222.7897521,370.87,1,16,15,7.181818182,6.743801653,1,3,4,1,3.454545455,0.495867769,3,120,166,46,145.6363636,22.21487603,166,0.93,2.55,1.62,1.605454545,0.736859504,0.93,1,2,1,1.454545455,0.495867769,1,0,4,4,1.454545455,1.851239669,0,0,10,10,4.272727273,4.661157025,0,0,0,0,0,0,0,1,16,15,7.181818182,6.743801653,1,0,1,1,0.545454545,0.495867769,1,0,2,2,0.727272727,0.925619835,0,0,3,3,0.272727273,0.495867769,0,0,0,0,0,0,0,1,3,2,1.545454545,0.595041322,1,10.245,29.24333333,18.99833333,26.30772727,3.202479339,29.24333333,0,0.799,0.799,0.290545455,0.369785124,0,0,1.5484712,1.5484712,0.140770109,0.255945653,0,14,229,215,147.6363636,97.19008264,229
mp-9266,0,Na6FeS4,mp-9266,Na6FeS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,15,14.18181818,3.47107438,11,2,88,86,38.09090909,39.37190083,2,22.98976928,55.845,32.85523072,29.27669233,6.858461514,22.98976928,370.87,1811,1440.13,508.1509091,236.8816529,370.87,1,16,15,7.090909091,6.644628099,1,3,4,1,3.090909091,0.165289256,3,105,166,61,140.7272727,27.57024793,166,0.93,2.58,1.65,1.611818182,0.743801653,0.93,1,2,1,1.454545455,0.495867769,1,0,4,4,1.454545455,1.851239669,0,0,6,6,0.545454545,0.991735537,0,0,0,0,0,0,0,1,8,7,3.454545455,2.67768595,1,0,1,1,0.545454545,0.495867769,1,0,2,2,0.727272727,0.925619835,0,0,4,4,0.363636364,0.661157025,0,0,0,0,0,0,0,1,4,3,1.636363636,0.694214876,1,10.73,29.24333333,18.51333333,26.30340909,3.207190083,29.24333333,0,2.202,2.202,0.800727273,1.019107438,0,0,2.1106628,2.1106628,0.191878436,0.348869884,0,70,229,159,171.1818182,73.58677686,229
mp-19427,0.5,Na7(CoO3)2,mp-19427,Na7(CoO3)2,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,19,11.93333333,4.017777778,11,2,87,85,43.46666667,38.70222222,2,15.9994,58.933195,42.933795,24.98607833,9.052564445,22.98976928,54.8,1768,1713.2,430.726,356.6064,370.87,1,16,15,8.066666667,6.595555556,1,2,4,2,2.733333333,0.586666667,3,66,166,100,120.6666667,43.73333333,166,0.93,3.44,2.51,2.060666667,1.103466667,0.93,1,2,1,1.533333333,0.497777778,1,0,4,4,1.6,1.92,0,0,7,7,0.933333333,1.617777778,0,0,0,0,0,0,0,1,9,8,4.066666667,2.862222222,1,0,1,1,0.466666667,0.497777778,1,0,2,2,0.8,0.96,0,0,3,3,0.4,0.693333333,0,0,0,0,0,0,0,1,3,2,1.666666667,0.622222222,1,9.105,29.24333333,20.13833333,18.65488889,9.882548148,29.24333333,0,0,0,0,0,0,0,1.5484712,1.5484712,0.206462827,0.3578689,0,12,229,217,137.5333333,100.4266667,229
mp-556538,0,Na8(CuO2)5,mp-556538,Na8(CuO2)5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,21,13.60869565,6.691871456,8,2,87,85,52.43478261,35.08506616,87,15.9994,63.546,47.5466,28.76705018,15.12128253,15.9994,54.8,1357.77,1302.97,447.9917391,395.5557656,54.8,1,16,15,9.695652174,6.049149338,16,2,4,2,2.782608696,0.680529301,2,66,166,100,115.1304348,42.7221172,66,0.93,3.44,2.51,2.232173913,1.050283554,3.44,1,2,1,1.434782609,0.491493384,2,0,4,4,1.739130435,1.965973535,4,0,10,10,2.173913043,3.402646503,0,0,0,0,0,0,0,1,11,10,5.347826087,3.024574669,6,0,1,1,0.565217391,0.491493384,0,0,2,2,0.869565217,0.982986767,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.434782609,0.491493384,2,9.105,29.24333333,20.13833333,16.53681159,8.839319471,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,133.7826087,105.8979206,12
